name,description,year,manufacturer,romof,cloneof,sampleof,is_runnable,is_device,is_bios,is_mechanical,use_chds,driver,driver_status,display_type,display_rotate,display_width,display_height,display_orientation,sourcefile
dtfamily,"Diet Family","2001",SemiCom,-,-,-,YES,NO,NO,NO,NO,vamphalf.cpp,BUONO,RASTER,"0",320,236,HORIZONTAL,misc/vamphalf.cpp
dietgo,"Diet Go Go (Europe v1.1 1992.09.26, set 1)","1992","Data East Corporation",-,-,-,YES,NO,NO,NO,NO,dietgo.cpp,INCOMPLETO,RASTER,"0",320,240,HORIZONTAL,dataeast/dietgo.cpp
digdug,"Dig Dug (rev 2)","1982",Namco,-,-,-,YES,NO,NO,NO,NO,galaga.cpp,BUONO,RASTER,"90",288,224,VERTICAL,namco/galaga.cpp
"digdug2","Dig Dug II (New Ver.)","1985",Namco,-,-,-,YES,NO,NO,NO,NO,mappy.cpp,BUONO,RASTER,"90",288,224,VERTICAL,namco/mappy.cpp
digger,Digger,"1980",Sega,-,-,-,YES,NO,NO,NO,NO,vicdual.cpp,PRELIMINARE,RASTER,"270",256,224,VERTICAL,sega/vicdual.cpp
diggerc,"Digger (CVS)","1982","Century Electronics",-,-,-,YES,NO,NO,NO,NO,cvs.cpp,INCOMPLETO,RASTER,"90",240,248,VERTICAL,misc/cvs.cpp
diggerma,"Digger Man (prototype)","2000","Kyle Hodgetts",neogeo,-,-,YES,NO,NO,NO,NO,neogeo.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,neogeo/neogeo.cpp
dimahoo,"Dimahoo (Europe 000121)","2000","Eighting / Raizing (Capcom license)",-,-,-,YES,NO,NO,NO,NO,"cps2.cpp",BUONO,RASTER,"270",384,224,VERTICAL,"capcom/cps2.cpp"
dingo,Dingo,"1983","Ashby Computers and Graphics Ltd. (Jaleco license)",-,-,-,YES,NO,NO,NO,NO,galaxian.cpp,BUONO,RASTER,"90",768,224,VERTICAL,galaxian/galaxian.cpp
dinorex,"Dino Rex (World)","1992","Taito Corporation Japan",-,-,-,YES,NO,NO,NO,NO,"taito_f2.cpp",BUONO,RASTER,"0",320,224,HORIZONTAL,"taito/taito_f2.cpp"
"dinoki25","Dinosaur King - D-Team VS. the Alpha Fortress (Export, Ver 2.500) (MDA-C0047)","2008",Sega,segasp,-,-,YES,NO,NO,NO,YES,segasp.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,sega/segasp.cpp
dinokior,"Dinosaur King - Operation: Dinosaur Rescue (USA, Export) (MDA-C0021)","2006",Sega,segasp,-,-,YES,NO,NO,NO,YES,segasp.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,sega/segasp.cpp
dinoking,"Dinosaur King (USA)","2005",Sega,segasp,-,-,YES,NO,NO,NO,NO,segasp.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,sega/segasp.cpp
dirtdash,"Dirt Dash (World, DT2 Ver.B)","1995",Namco,-,-,-,YES,NO,NO,NO,NO,"namcos22.cpp",PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,"namco/namcos22.cpp"
dirtdvls,"Dirt Devils (Export, Revision A)","1998",Sega,-,-,-,YES,NO,NO,NO,NO,"model3.cpp",PRELIMINARE,RASTER,"0",496,384,HORIZONTAL,"sega/model3.cpp"
dirtfoxj,"Dirt Fox (Japan)","1989",Namco,-,-,-,YES,NO,NO,NO,NO,"namcos2.cpp",BUONO,RASTER,"90",288,224,VERTICAL,"namco/namcos2.cpp"
dirtypig,"Dirty Pigskin Football","2006",Sammy,awbios,-,-,YES,NO,NO,NO,NO,dc_atomiswave.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,sega/dc_atomiswave.cpp
discoboy,"Disco Boy","1993","Soft Art Co.",-,-,-,YES,NO,NO,NO,NO,discoboy.cpp,INCOMPLETO,RASTER,"270",384,240,VERTICAL,misc/discoboy.cpp
disco,"Disco No.1","1982","Data East",-,-,-,YES,NO,NO,NO,NO,btime.cpp,BUONO,RASTER,"270",240,240,VERTICAL,dataeast/btime.cpp
"cdiscon1","Disco No.1 (DECO Cassette) (US)","1982","Data East Corporation",decocass,-,-,YES,NO,NO,NO,NO,decocass.cpp,BUONO,RASTER,"270",256,240,VERTICAL,dataeast/decocass.cpp
dotron,"Discs of Tron (Upright, 10/4/83)","1983","Bally Midway",-,-,-,YES,NO,NO,NO,NO,mcr.cpp,BUONO,RASTER,"0",512,480,HORIZONTAL,midway/mcr.cpp
diverboy,"Diver Boy","1992","Gamart (Electronic Devices Italy license)",-,-,-,YES,NO,NO,NO,NO,diverboy.cpp,BUONO,RASTER,"0",318,240,HORIZONTAL,edevices/diverboy.cpp
djboy,"DJ Boy (World)","1989",Kaneko,-,-,-,YES,NO,NO,NO,NO,djboy.cpp,BUONO,RASTER,"0",256,224,HORIZONTAL,kaneko/djboy.cpp
dorunrun,"Do! Run Run (set 1)","1984",Universal,-,-,-,YES,NO,NO,NO,NO,docastle.cpp,BUONO,RASTER,"0",240,192,HORIZONTAL,universal/docastle.cpp
dockman,"Dock Man (set 1)","1982","Taito Corporation",-,-,-,YES,NO,NO,NO,NO,thepit.cpp,BUONO,RASTER,"90",256,224,VERTICAL,thepit/thepit.cpp
dodgeman,"Dodge Man","1983","Omori Electric Co., Ltd.",-,-,-,YES,NO,NO,NO,NO,battlex.cpp,INCOMPLETO,RASTER,"180",256,224,HORIZONTAL,omori/battlex.cpp
dodgem,Dodgem,"1979",Zaccaria,-,-,-,YES,NO,NO,NO,NO,"zac1b1120.cpp",INCOMPLETO,RASTER,"0",720,256,HORIZONTAL,"zaccaria/zac1b1120.cpp"
ddonpach,"DoDonPachi (World, 1997 2/ 5 Master Ver.)","1997","Cave (Atlus license)",-,-,-,YES,NO,NO,NO,NO,cave.cpp,BUONO,RASTER,"270",320,240,VERTICAL,atlus/cave.cpp
dfkbl,"DoDonPachi Dai-Fukkatsu Black Label (2010/1/18 BLACK LABEL)","2010",Cave,-,-,-,YES,NO,NO,NO,NO,"cv1k.cpp",INCOMPLETO,RASTER,"270",320,240,VERTICAL,"cave/cv1k.cpp"
ddpdfk,"DoDonPachi Dai-Fukkatsu Ver 1.5 (2008/06/23 MASTER VER 1.5)","2008","Cave (AMI license)",-,-,-,YES,NO,NO,NO,NO,"cv1k.cpp",INCOMPLETO,RASTER,"270",320,240,VERTICAL,"cave/cv1k.cpp"
ddpdojt,"DoDonPachi Dai-Ou-Jou Tamashii (V201, China)","2010","IGS / Cave (Tong Li Animation license)",-,-,-,YES,NO,NO,NO,NO,"pgm2.cpp",BUONO,RASTER,"270",448,224,VERTICAL,"igs/pgm2.cpp"
"ddp2","DoDonPachi II - Bee Storm (World, ver. 102)","2001",IGS,pgm,-,-,YES,NO,NO,NO,NO,pgm.cpp,INCOMPLETO,RASTER,"270",448,224,VERTICAL,igs/pgm.cpp
"ddp3","DoDonPachi III (World, 2002.05.15 Master Ver)","2002","Cave (AMI license)",-,-,-,YES,NO,NO,NO,NO,pgm.cpp,INCOMPLETO,RASTER,"270",448,224,VERTICAL,igs/pgm.cpp
dogfight,"Dog Fight (Thunderbolt)","1983","Orca / Thunderbolt",-,-,-,YES,NO,NO,NO,NO,zodiack.cpp,BUONO,RASTER,"270",256,224,VERTICAL,orca/zodiack.cpp
dogpatch,"Dog Patch","1977",Midway,-,-,-,YES,NO,NO,NO,NO,"mw8080bw.cpp",INCOMPLETO,RASTER,"0",260,224,HORIZONTAL,"midw8080/mw8080bw.cpp"
dogyuun,Dogyuun,"1992",Toaplan,-,-,-,YES,NO,NO,NO,NO,dogyuun.cpp,BUONO,RASTER,"270",320,240,VERTICAL,toaplan/dogyuun.cpp
dokaben,"Dokaben (Japan)","1989",Capcom,-,-,-,YES,NO,NO,NO,NO,mitchell.cpp,BUONO,RASTER,"0",384,240,HORIZONTAL,capcom/mitchell.cpp
"dokaben2","Dokaben 2 (Japan)","1989",Capcom,-,-,-,YES,NO,NO,NO,NO,mitchell.cpp,BUONO,RASTER,"0",384,240,HORIZONTAL,capcom/mitchell.cpp
starseek,"Doki Doki Idol Star Seeker (GDL-0005)","2001",G.Rev,naomigd,-,-,YES,NO,NO,NO,YES,naomi.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,sega/naomi.cpp
dokidoki,"Doki Doki Penguin Land","1985",Sega,-,-,-,YES,NO,NO,NO,NO,"sg1000a.cpp",BUONO,RASTER,"0",280,216,HORIZONTAL,"sega/sg1000a.cpp"
dolmen,Dolmen,"1995",Afega,-,-,-,YES,NO,NO,NO,NO,"nmk16.cpp",BUONO,RASTER,"0",256,224,HORIZONTAL,"nmk/nmk16.cpp"
dolphin,"Dolphin Blue","2003",Sammy,awbios,-,-,YES,NO,NO,NO,NO,dc_atomiswave.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,sega/dc_atomiswave.cpp
dominob,"Domino Block","1996","Wonwoo Systems",-,-,-,YES,NO,NO,NO,NO,dominob.cpp,BUONO,RASTER,"0",256,240,HORIZONTAL,misc/dominob.cpp
domino,"Domino Man (set 1)","1982","Bally Midway",-,-,-,YES,NO,NO,NO,NO,mcr.cpp,BUONO,RASTER,"0",512,480,HORIZONTAL,midway/mcr.cpp
dominos,Dominos,"1977",Atari,-,-,-,YES,NO,NO,NO,NO,"sprint2.cpp",BUONO,RASTER,"0",512,224,HORIZONTAL,"atari/sprint2.cpp"
dommy,Dommy,"1983","Technos Japan",-,-,-,YES,NO,NO,NO,NO,scregg.cpp,BUONO,RASTER,"270",240,240,VERTICAL,dataeast/scregg.cpp
dondokod,"Don Doko Don (World, rev 1)","1989","Taito Corporation Japan",-,-,-,YES,NO,NO,NO,NO,"taito_f2.cpp",BUONO,RASTER,"0",320,224,HORIZONTAL,"taito/taito_f2.cpp"
donghaer,"Donggul Donggul Haerong","2001",Danbi,crysbios,-,-,YES,NO,NO,NO,NO,crystal.cpp,PRELIMINARE,RASTER,"0",320,240,HORIZONTAL,misc/crystal.cpp
dkong,"Donkey Kong (US set 1)","1981","Nintendo of America",-,-,-,YES,NO,NO,NO,NO,dkong.cpp,BUONO,RASTER,"270",256,224,VERTICAL,nintendo/dkong.cpp
dkmb,"Donkey Kong / Donkey Kong Jr / Mario Bros","2003","Namco / Nintendo / Cosmodog",-,-,-,YES,NO,NO,NO,NO,dkmb.cpp,PRELIMINARE,RASTER,"270",1024,256,VERTICAL,namco/dkmb.cpp
"dkong3","Donkey Kong 3 (US)","1983","Nintendo of America",-,-,-,YES,NO,NO,NO,NO,dkong.cpp,BUONO,RASTER,"270",256,224,VERTICAL,nintendo/dkong.cpp
dkongjr,"Donkey Kong Junior (US set F-2)","1982","Nintendo of America",-,-,-,YES,NO,NO,NO,NO,dkong.cpp,BUONO,RASTER,"270",256,224,VERTICAL,nintendo/dkong.cpp
donpachi,"DonPachi (US)","1995","Cave (Atlus license)",-,-,-,YES,NO,NO,NO,NO,cave.cpp,BUONO,RASTER,"270",320,240,VERTICAL,atlus/cave.cpp
dorachan,"Dora-chan (Japan)","1980","Alpha Denshi Co. / Craul Denshi",-,-,-,YES,NO,NO,NO,NO,dorachan.cpp,PRELIMINARE,RASTER,"270",256,240,VERTICAL,misc/dorachan.cpp
dorodon,"Dorodon (set 1)","1982","UPL (Falcon license?)",-,-,-,YES,NO,NO,NO,NO,ladybug.cpp,BUONO,RASTER,"270",240,192,VERTICAL,universal/ladybug.cpp
dotrikun,"Dottori Kun (new version)","1990",Sega,-,-,-,YES,NO,NO,NO,NO,dotrikun.cpp,BUONO,RASTER,"0",128,192,HORIZONTAL,sega/dotrikun.cpp
dblaxle,"Double Axle (US, Rev 1, set 1)","1991","Taito America Corporation",-,-,-,YES,NO,NO,NO,NO,taito_z.cpp,INCOMPLETO,RASTER,"0",320,240,HORIZONTAL,taito/taito_z.cpp
ddealer,"Double Dealer","1991",NMK,-,-,-,YES,NO,NO,NO,NO,ddealer.cpp,BUONO,RASTER,"0",384,224,HORIZONTAL,nmk/ddealer.cpp
doubledr,"Double Dragon (Neo-Geo)","1995","Technos Japan",neogeo,-,-,YES,NO,NO,NO,NO,neogeo.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,neogeo/neogeo.cpp
pc_ddrgn,"Double Dragon (PlayChoice-10)","1988","Technos Japan","playch10",-,-,YES,NO,NO,NO,NO,"playch10.cpp",BUONO,RASTER,"0",256,240,HORIZONTAL,"nintendo/playch10.cpp"
ddragon,"Double Dragon (World set 1)","1987","Technos Japan (Taito license)",-,-,-,YES,NO,NO,NO,NO,ddragon.cpp,BUONO,RASTER,"0",256,240,HORIZONTAL,technos/ddragon.cpp
"ddragon3","Double Dragon 3: The Rosetta Stone (US)","1990","East Technology / Technos Japan",-,-,-,YES,NO,NO,NO,NO,"ddragon3.cpp",BUONO,RASTER,"0",320,240,HORIZONTAL,"technos/ddragon3.cpp"
"ddragon2","Double Dragon II: The Revenge (World)","1988","Technos Japan",-,-,-,YES,NO,NO,NO,NO,ddragon.cpp,BUONO,RASTER,"0",256,240,HORIZONTAL,technos/ddragon.cpp
ddribble,"Double Dribble","1986",Konami,-,-,-,YES,NO,NO,NO,NO,ddribble.cpp,BUONO,RASTER,"0",256,224,HORIZONTAL,konami/ddribble.cpp
pc_dbldr,"Double Dribble (PlayChoice-10)","1987","Konami (Nintendo of America license)","playch10",-,-,YES,NO,NO,NO,NO,"playch10.cpp",BUONO,RASTER,"0",256,240,HORIZONTAL,"nintendo/playch10.cpp"
dplay,"Double Play","1977",Midway,-,-,-,YES,NO,NO,NO,NO,"mw8080bw.cpp",BUONO,RASTER,"0",260,224,HORIZONTAL,"midw8080/mw8080bw.cpp"
dblpoint,"Double Point","1995","Min Corp.",-,-,-,YES,NO,NO,NO,NO,gumbo.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,misc/gumbo.cpp
dblewing,"Double Wings (set 1)","1993",Mitchell,-,-,-,YES,NO,NO,NO,NO,dblewing.cpp,BUONO,RASTER,"90",320,240,VERTICAL,dataeast/dblewing.cpp
downhill,"Downhill Bikers (World, DH2 Ver. A)","1997",Namco,-,-,-,YES,NO,NO,NO,NO,"namcos23.cpp",PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,"namco/namcos23.cpp"
downtown,"DownTown / Mokugeki (set 1)","1989",Seta,-,-,-,YES,NO,NO,NO,NO,downtown.cpp,BUONO,RASTER,"270",384,240,VERTICAL,seta/downtown.cpp
pc_drmro,"Dr. Mario (PlayChoice-10)","1990",Nintendo,"playch10",-,-,YES,NO,NO,NO,NO,"playch10.cpp",BUONO,RASTER,"0",256,240,HORIZONTAL,"nintendo/playch10.cpp"
drmicro,"Dr. Micro","1983",Sanritsu,-,-,-,YES,NO,NO,NO,NO,drmicro.cpp,BUONO,RASTER,"270",256,224,VERTICAL,sanritsu/drmicro.cpp
drtomy,"Dr. Tomy","1993",Playmark,-,-,-,YES,NO,NO,NO,NO,drtomy.cpp,BUONO,RASTER,"0",320,240,HORIZONTAL,playmark/drtomy.cpp
drtoppel,"Dr. Toppel's Adventure (World)","1987","Kaneko / Taito Corporation Japan",-,-,-,YES,NO,NO,NO,NO,tnzs.cpp,BUONO,RASTER,"90",256,224,VERTICAL,taito/tnzs.cpp
draco,Draco,"1981",Cidelsa,-,-,-,YES,NO,NO,NO,NO,cidelsa.cpp,INCOMPLETO,RASTER,"90",294,294,VERTICAL,efo/cidelsa.cpp
mag_drac,"Dracula's Castle (Magnet System)","1987","EFO SA / Cedar",cedmag,-,-,YES,NO,NO,NO,NO,cedar_magnet.cpp,PRELIMINARE,RASTER,"0",248,192,HORIZONTAL,efo/cedar_magnet.cpp
dragrace,"Drag Race","1977","Atari (Kee Games)",-,-,-,YES,NO,NO,NO,NO,dragrace.cpp,BUONO,RASTER,"0",256,240,HORIZONTAL,atari/dragrace.cpp
dbz,"Dragon Ball Z (rev B)","1993",Banpresto,-,-,-,YES,NO,NO,NO,NO,dbz.cpp,INCOMPLETO,RASTER,"0",384,256,HORIZONTAL,konami/dbz.cpp
"dbz2","Dragon Ball Z 2 - Super Battle","1994",Banpresto,-,-,-,YES,NO,NO,NO,NO,dbz.cpp,INCOMPLETO,RASTER,"0",384,256,HORIZONTAL,konami/dbz.cpp
dbzvrvs,"Dragon Ball Z: V.R. V.S. (Japan, Rev A)","1994","Sega / Banpresto",-,-,-,YES,NO,NO,NO,NO,"segas32.cpp",INCOMPLETO,RASTER,"0",416,224,HORIZONTAL,"sega/segas32.cpp"
dragnblz,"Dragon Blaze","2000",Psikyo,-,-,-,YES,NO,NO,NO,NO,psikyosh.cpp,BUONO,RASTER,"270",320,224,VERTICAL,psikyo/psikyosh.cpp
drgnbowl,"Dragon Bowl (set 1, encrypted program)","1992",Nics,-,-,-,YES,NO,NO,NO,NO,gaiden.cpp,BUONO,RASTER,"0",256,224,HORIZONTAL,tecmo/gaiden.cpp
dbreed,"Dragon Breed (World, M81 hardware)","1989",Irem,-,-,-,YES,NO,NO,NO,NO,"m72.cpp",BUONO,RASTER,"0",384,256,HORIZONTAL,"irem/m72.cpp"
drgnbstr,"Dragon Buster","1984",Namco,-,-,-,YES,NO,NO,NO,NO,skykid.cpp,BUONO,RASTER,"0",288,224,HORIZONTAL,namco/skykid.cpp
dragchrn,"Dragon Chronicles (DC001 Ver. A)","2002",Namco,"sys246",-,-,YES,NO,NO,NO,NO,"namcops2.cpp",PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,"namco/namcops2.cpp"
dragngun,"Dragon Gun (US)","1993","Data East Corporation",-,-,-,YES,NO,NO,NO,NO,"deco32.cpp",INCOMPLETO,RASTER,"0",320,240,HORIZONTAL,"dataeast/deco32.cpp"
drgnmst,"Dragon Master (set 1)","1994",Unico,-,-,-,YES,NO,NO,NO,NO,drgnmst.cpp,BUONO,RASTER,"0",384,224,HORIZONTAL,unico/drgnmst.cpp
dsaber,"Dragon Saber (World, DO2)","1990",Namco,-,-,-,YES,NO,NO,NO,NO,"namcos2.cpp",BUONO,RASTER,"90",288,224,VERTICAL,"namco/namcos2.cpp"
dspirit,"Dragon Spirit (new version (DS3))","1987",Namco,-,-,-,YES,NO,NO,NO,NO,"namcos1.cpp",BUONO,RASTER,"90",288,224,VERTICAL,"namco/namcos1.cpp"
drgnunit,"Dragon Unit / Castle of Dragon","1989","Athena / Seta",-,-,-,YES,NO,NO,NO,NO,seta.cpp,BUONO,RASTER,"0",384,240,HORIZONTAL,seta/seta.cpp
dragonsh,"Dragon's Heaven (development board)","1997",Face,neogeo,-,-,YES,NO,NO,NO,NO,neogeo.cpp,PRELIMINARE,RASTER,"0",320,224,HORIZONTAL,neogeo/neogeo.cpp
dlair,"Dragon's Lair (US Rev. F2)","1983",Cinematronics,-,-,-,YES,NO,NO,NO,YES,dlair.cpp,BUONO,RASTER,"0",704,480,HORIZONTAL,cinematronics/dlair.cpp
"dlair2","Dragon's Lair 2: Time Warp (US v3.19)","1991","Leland Corporation",-,-,-,YES,NO,NO,NO,YES,"dlair2.cpp",PRELIMINARE,RASTER,"0",256,256,HORIZONTAL,"cinematronics/dlair2.cpp"
dragoona,"Dragoon Might (ver AAB)","1995",Konami,konamigx,-,-,YES,NO,NO,NO,NO,konamigx.cpp,INCOMPLETO,RASTER,"0",288,224,HORIZONTAL,konami/konamigx.cpp
drakton,"Drakton (DK conversion)","1984","Epos Corporation",-,-,-,YES,NO,NO,NO,NO,dkong.cpp,BUONO,RASTER,"270",256,224,VERTICAL,nintendo/dkong.cpp
dremshpr,"Dream Shopper","1982",Sanritsu,-,-,-,YES,NO,NO,NO,NO,pacman.cpp,BUONO,RASTER,"270",288,224,VERTICAL,pacman/pacman.cpp
"dsoccr94","Dream Soccer '94 (World, M107 hardware)","1994","Irem (Data East Corporation license)",-,-,-,YES,NO,NO,NO,NO,"m107.cpp",BUONO,RASTER,"0",320,240,HORIZONTAL,"irem/m107.cpp"
dreamwld,"Dream World","2000",SemiCom,-,-,-,YES,NO,NO,NO,NO,dreamwld.cpp,BUONO,RASTER,"0",308,224,HORIZONTAL,misc/dreamwld.cpp
dribling,"Dribbling (set 1)","1983","Model Racing",-,-,-,YES,NO,NO,NO,NO,dribling.cpp,BUONO,RASTER,"0",256,216,HORIZONTAL,modelracing/dribling.cpp
"drifto94","Drift Out '94 - The Hard Order (Japan)","1994",Visco,-,-,-,YES,NO,NO,NO,NO,ssv.cpp,BUONO,RASTER,"0",336,238,HORIZONTAL,seta/ssv.cpp
driftout,"Drift Out (Europe)","1991",Visco,-,-,-,YES,NO,NO,NO,NO,"taito_f2.cpp",BUONO,RASTER,"270",320,224,VERTICAL,"taito/taito_f2.cpp"
drivedge,"Driver's Edge (v1.6)","1994","Strata / Incredible Technologies",-,-,-,YES,NO,NO,NO,NO,"itech32.cpp",INCOMPLETO,RASTER,"0",384,240,HORIZONTAL,"itech/itech32.cpp"
driveyes,"Driver's Eyes (Japan) (1992/01/10, Main Ver 2.1, Sub Ver 1.1)","1992",Namco,-,-,-,YES,NO,NO,NO,NO,"namcos21_de.cpp",PRELIMINARE,RASTER,"0",496,480,HORIZONTAL,"namco/namcos21_de.cpp"
drivfrcp,"Driving Force (Pac-Man conversion)","1984","Shinkai Inc. (Magic Electronics Inc. license)",-,-,-,YES,NO,NO,NO,NO,pacman.cpp,BUONO,RASTER,"90",256,224,VERTICAL,pacman/pacman.cpp
sgdrvsim,"Driving Simulator","2007",Sega,"naomi2",-,-,YES,NO,NO,NO,NO,naomi.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,sega/naomi.cpp
"dt7","DT7 (prototype)","1993",Toaplan,-,-,-,YES,NO,NO,NO,NO,"dt7.cpp",PRELIMINARE,RASTER,"270",320,240,VERTICAL,"toaplan/dt7.cpp"
pc_duckh,"Duck Hunt (PlayChoice-10)","1984",Nintendo,"playch10",-,-,YES,NO,NO,NO,NO,"playch10.cpp",BUONO,RASTER,"0",256,240,HORIZONTAL,"nintendo/playch10.cpp"
ddsom,"Dungeons & Dragons: Shadow over Mystara (Europe 960619)","1996",Capcom,-,-,-,YES,NO,NO,NO,NO,"cps2.cpp",BUONO,RASTER,"0",384,224,HORIZONTAL,"capcom/cps2.cpp"
ddtod,"Dungeons & Dragons: Tower of Doom (Europe 940412)","1993",Capcom,-,-,-,YES,NO,NO,NO,NO,"cps2.cpp",BUONO,RASTER,"0",384,224,HORIZONTAL,"capcom/cps2.cpp"
dunkmnia,"Dunk Mania (World, DM2/VER.C)","1995",Namco,-,-,-,YES,NO,NO,NO,NO,"namcos11.cpp",INCOMPLETO,RASTER,"0",640,480,HORIZONTAL,"namco/namcos11.cpp"
dunkshot,"Dunk Shot (Rev C, FD1089A 317-0022)","1987",Sega,-,-,-,YES,NO,NO,NO,NO,"segas16b.cpp",BUONO,RASTER,"0",320,224,HORIZONTAL,"sega/segas16b.cpp"
dyger,"Dyger (Korea set 1)","1989",Philko,-,-,-,YES,NO,NO,NO,NO,sidearms.cpp,BUONO,RASTER,"270",384,224,VERTICAL,capcom/sidearms.cpp
dynagear,"Dyna Gear","1993",Sammy,-,-,-,YES,NO,NO,NO,NO,ssv.cpp,INCOMPLETO,RASTER,"0",336,240,HORIZONTAL,seta/ssv.cpp
dynablst,"Dynablaster / Bomber Man","1991","Irem (licensed from Hudson Soft)",-,-,-,YES,NO,NO,NO,NO,"m90.cpp",BUONO,RASTER,"0",320,240,HORIZONTAL,"irem/m90.cpp"
dcclub,"Dynamic Country Club (World, ROM Based)","1991",Sega,-,-,-,YES,NO,NO,NO,NO,"segas24.cpp",BUONO,RASTER,"0",496,384,HORIZONTAL,"sega/segas24.cpp"
dynashot,"Dynamic Shoot Kyousou","1988",Jaleco,-,-,-,YES,NO,NO,NO,NO,homerun.cpp,INCOMPLETO,RASTER,"0",256,240,HORIZONTAL,jaleco/homerun.cpp
dynamski,"Dynamic Ski","1984","Taiyo System (Nichibutsu license)",-,-,-,YES,NO,NO,NO,NO,shangkid.cpp,BUONO,RASTER,"90",288,224,VERTICAL,misc/shangkid.cpp
dynabb,"Dynamite Baseball","1996",Sega,-,-,-,YES,NO,NO,NO,NO,"model2.cpp",PRELIMINARE,RASTER,"0",496,384,HORIZONTAL,"sega/model2.cpp"
"dybb99","Dynamite Baseball '99 (Japan, Rev B)","1999",Sega,naomi,-,-,YES,NO,NO,NO,NO,naomi.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,sega/naomi.cpp
"dynabb97","Dynamite Baseball 97 (Revision A)","1997",Sega,-,-,-,YES,NO,NO,NO,NO,"model2.cpp",PRELIMINARE,RASTER,"0",496,384,HORIZONTAL,"sega/model2.cpp"
dybbnao,"Dynamite Baseball NAOMI (Japan)","1998",Sega,naomi,-,-,YES,NO,NO,NO,NO,naomi.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,sega/naomi.cpp
dynabomb,"Dynamite Bomber (Korea, Rev 1.5)","2000",Limenko,-,-,-,YES,NO,NO,NO,NO,limenko.cpp,INCOMPLETO,RASTER,"0",384,240,HORIZONTAL,misc/limenko.cpp
dynamcop,"Dynamite Cop (Export, Model 2A)","1998",Sega,-,-,-,YES,NO,NO,NO,NO,"model2.cpp",PRELIMINARE,RASTER,"0",496,384,HORIZONTAL,"sega/model2.cpp"
dynduke,"Dynamite Duke (Europe, 03SEP89)","1989","Seibu Kaihatsu",-,-,-,YES,NO,NO,NO,NO,dynduke.cpp,BUONO,RASTER,"0",256,224,HORIZONTAL,seibu/dynduke.cpp
ddux,"Dynamite Dux (set 3, World) (FD1094 317-0096)","1988",Sega,-,-,-,YES,NO,NO,NO,NO,"segas16b.cpp",BUONO,RASTER,"0",320,224,HORIZONTAL,"sega/segas16b.cpp"
dleague,"Dynamite League (US)","1990","Taito America Corporation",-,-,-,YES,NO,NO,NO,NO,taito_h.cpp,BUONO,RASTER,"0",320,240,HORIZONTAL,taito/taito_h.cpp
dynwar,"Dynasty Wars (USA, B-Board 89624B-?)","1989",Capcom,-,-,-,YES,NO,NO,NO,NO,"cps1.cpp",BUONO,RASTER,"0",384,224,HORIZONTAL,"capcom/cps1.cpp"
edf,"E.D.F.: Earth Defense Force (set 1)","1991",Jaleco,-,-,-,YES,NO,NO,NO,NO,"megasys1.cpp",BUONO,RASTER,"0",256,224,HORIZONTAL,"jaleco/megasys1.cpp"
eaglshot,"Eagle Shot Golf (US)","1994",Sammy,-,-,-,YES,NO,NO,NO,NO,ssv.cpp,INCOMPLETO,RASTER,"0",320,224,HORIZONTAL,seta/ssv.cpp
ecofghtr,"Eco Fighters (World 931203)","1993",Capcom,-,-,-,YES,NO,NO,NO,NO,"cps2.cpp",BUONO,RASTER,"0",384,224,HORIZONTAL,"capcom/cps2.cpp"
eeekk,Eeekk!,"1983","Epos Corporation",-,-,-,YES,NO,NO,NO,NO,epos.cpp,BUONO,RASTER,"270",272,236,VERTICAL,misc/epos.cpp
egghunt,"Egg Hunt","1995","Invi Image",-,-,-,YES,NO,NO,NO,NO,egghunt.cpp,BUONO,RASTER,"0",384,240,HORIZONTAL,capcom/egghunt.cpp
eggventr,"Egg Venture (Release 10)","1997","ICE / The Game Room",-,-,-,YES,NO,NO,NO,NO,lethalj.cpp,BUONO,RASTER,"0",512,236,HORIZONTAL,ice/lethalj.cpp
eggor,Eggor,"1983",Telko,-,-,-,YES,NO,NO,NO,NO,pacman.cpp,PRELIMINARE,RASTER,"90",288,224,VERTICAL,pacman/pacman.cpp
ehrgeiz,"Ehrgeiz (World, EG2/VER.A)","1998","Square / Namco",-,-,-,YES,NO,NO,NO,NO,"namcos12.cpp",INCOMPLETO,RASTER,"0",640,480,HORIZONTAL,"namco/namcos12.cpp"
